
Data: Breast	 ECOC: SAT_ECOC F1 F2 F3 evaluation=F1	 [1.0, 0.947, 0.955, 0.923, 0.958, 0.933, 0.933, 0.944, 1.0]
Data: Breast	 ECOC: SAT_ECOC F1 F2 N2 evaluation=F1	 [1.0, 0.947, 0.955, 0.923, 0.933, 1.0, 0.955, 0.92, 1.0, 0.96]
Data: Breast	 ECOC: SAT_ECOC F1 F2 N3 evaluation=F1	 [1.0, 1.0, 0.955, 0.923, 0.933, 1.0, 0.926, 0.92, 1.0, 0.92, 1.0]
Data: Breast	 ECOC: SAT_ECOC F1 F2 C1 evaluation=F1	 [1.0, 0.955, 0.923, 0.933, 1.0, 0.875, 0.96, 0.967, 0.944, 0.92]
Data: Breast	 ECOC: SAT_ECOC F1 F3 N2 evaluation=F1	 [1.0, 0.947, 0.955, 0.958, 0.933, 0.967, 0.955, 0.963, 0.926, 1.0]
Data: Breast	 ECOC: SAT_ECOC F1 F3 N3 evaluation=F1	 [1.0, 0.947, 1.0, 0.955, 0.958, 0.933, 0.967, 0.955, 0.926, 0.963, 0.963]
Data: Breast	 ECOC: SAT_ECOC F1 F3 C1 evaluation=F1	 [1.0, 0.947, 0.955, 0.958, 0.933, 0.967, 0.875, 0.955, 1.0, 0.933, 1.0, 1.0, 0.967]
Data: Breast	 ECOC: SAT_ECOC F1 N2 N3 evaluation=F1	 [1.0, 0.947, 1.0, 0.955, 0.933, 0.933, 1.0, 0.867, 0.926, 0.9, 1.0, 0.967]
Data: Breast	 ECOC: SAT_ECOC F1 N2 C1 evaluation=F1	 [1.0, 0.947, 0.955, 0.933, 0.933, 0.875, 1.0, 0.867, 0.967, 0.889, 0.95, 1.0, 0.913]
Data: Breast	 ECOC: SAT_ECOC F1 N3 C1 evaluation=F1	 [1.0, 1.0, 0.955, 0.933, 1.0, 0.875, 0.867, 1.0, 0.967, 1.0, 0.95, 0.9, 1.0]
Data: Breast	 ECOC: SAT_ECOC F2 F3 N2 evaluation=F1	 [1.0, 0.947, 0.923, 0.958, 1.0, 0.967, 0.955, 0.92, 1.0, 0.926, 1.0]
Data: Breast	 ECOC: SAT_ECOC F2 F3 N3 evaluation=F1	 [1.0, 0.947, 1.0, 0.923, 0.958, 1.0, 0.967, 0.955, 0.833, 1.0, 0.926, 1.0]
Data: Breast	 ECOC: SAT_ECOC F2 F3 C1 evaluation=F1	 [1.0, 0.947, 0.923, 0.958, 1.0, 0.967, 1.0, 0.955, 0.933, 1.0, 1.0, 1.0]
Data: Breast	 ECOC: SAT_ECOC F2 N2 N3 evaluation=F1	 [1.0, 0.947, 1.0, 0.923, 1.0, 0.933, 1.0, 0.867, 0.833, 0.967, 1.0, 0.967, 1.0]
Data: Breast	 ECOC: SAT_ECOC F2 N2 C1 evaluation=F1	 [1.0, 0.947, 0.923, 1.0, 0.933, 1.0, 1.0, 0.867, 0.967, 0.957, 0.95, 0.87, 1.0]
Data: Breast	 ECOC: SAT_ECOC F2 N3 C1 evaluation=F1	 [1.0, 1.0, 0.923, 1.0, 1.0, 1.0, 0.867, 1.0, 0.967, 0.933, 0.95, 0.9]
Data: Breast	 ECOC: SAT_ECOC F3 N2 N3 evaluation=F1	 [0.947, 1.0, 0.958, 0.967, 0.933, 1.0, 1.0, 0.9, 0.96, 1.0, 1.0]
Data: Breast	 ECOC: SAT_ECOC F3 N2 C1 evaluation=F1	 [0.947, 0.958, 0.967, 0.933, 0.833, 1.0, 0.92, 1.0, 0.92, 0.96]
Data: Breast	 ECOC: SAT_ECOC F3 N3 C1 evaluation=F1	 [0.947, 1.0, 0.958, 0.967, 1.0, 0.833, 0.867, 1.0, 0.933, 0.833, 1.0, 0.944, 0.889]
Data: Breast	 ECOC: SAT_ECOC N2 N3 C1 evaluation=F1	 [0.947, 1.0, 0.933, 1.0, 1.0, 0.867, 0.909, 1.0, 0.967, 0.95, 0.933, 0.967, 0.944]
Data: Cancers	 ECOC: SAT_ECOC F1 F2 F3 evaluation=F1	 [0.946, 0.9, 0.944, 0.615, 0.714, 0.739, 0.935, 0.882, 0.959, 0.884, 0.871, 0.75, 0.882, 0.929, 0.5, 0.865, 0.886, 1.0, 0.818, 0.923, 1.0, 0.788, 0.789, 1.0, 0.789, 0.986, 0.866, 0.867, 0.968, 0.824, 0.902, 0.85, 0.929, 0.919, 0.967, 0.895, 0.667, 0.895, 0.875, 0.892, 0.741, 0.889, 0.81, 0.9, 0.883, 0.927, 0.878, 0.8]
Data: Cancers	 ECOC: SAT_ECOC F1 F2 N2 evaluation=F1	 [0.946, 0.9, 0.944, 0.615, 0.714, 0.739, 0.935, 0.882, 0.959, 0.884, 0.871, 0.75, 0.882, 0.929, 0.5, 0.905, 0.75, 0.763, 0.882, 0.789, 0.967, 0.5, 1.0, 0.789, 0.986, 0.866, 0.867, 0.968, 0.824, 0.902, 0.85, 0.929, 0.851, 0.855, 0.918, 0.625, 0.895, 0.875, 0.892, 0.741, 0.895, 0.92, 0.9, 0.883, 0.959, 0.429, 0.96]
Data: Cancers	 ECOC: SAT_ECOC F1 F2 N3 evaluation=F1	 [0.946, 0.9, 0.944, 0.615, 0.714, 0.739, 0.935, 0.882, 0.959, 0.884, 0.871, 0.75, 0.882, 0.929, 0.5, 0.919, 0.844, 0.905, 0.0, 0.967, 0.895, 0.826, 0.636, 1.0, 0.789, 0.986, 0.866, 0.867, 0.968, 0.824, 0.902, 0.85, 0.929, 0.946, 0.886, 0.898, 0.783, 0.895, 0.875, 0.892, 0.741, 0.933, 0.857, 0.9, 0.883, 0.719, 0.706, 0.889, 0.746]
Data: Cancers	 ECOC: SAT_ECOC F1 F2 C1 evaluation=F1	 [0.946, 0.9, 0.944, 0.615, 0.714, 0.739, 0.935, 0.882, 0.959, 0.884, 0.871, 0.75, 0.882, 0.929, 0.5, 1.0, 0.789, 0.933, 0.8, 0.882, 0.792, 0.933, 0.986, 0.866, 0.867, 0.968, 0.824, 0.902, 0.85, 0.929, 0.895, 0.918, 0.625, 0.906, 0.769, 0.892, 0.892, 0.741, 0.935, 0.842, 0.826, 0.886, 0.883, 0.984, 0.476, 0.918, 0.0]
Data: Cancers	 ECOC: SAT_ECOC F1 F3 N2 evaluation=F1	 [0.946, 0.9, 0.944, 0.615, 0.714, 0.739, 0.935, 0.882, 0.865, 0.886, 1.0, 0.818, 0.923, 1.0, 0.788, 0.789, 0.905, 0.75, 0.763, 0.882, 0.967, 0.5, 0.5, 1.0, 0.789, 0.986, 0.866, 0.867, 0.968, 0.919, 0.967, 0.895, 0.667, 0.851, 0.855, 0.918, 0.625, 0.895, 0.875, 0.905, 0.7, 0.92, 0.9, 0.864, 0.429, 0.944, 0.982]
Data: Cancers	 ECOC: SAT_ECOC F1 F3 N3 evaluation=F1	 [0.946, 0.9, 0.944, 0.615, 0.714, 0.739, 0.935, 0.882, 0.865, 0.886, 1.0, 0.818, 0.923, 1.0, 0.788, 0.789, 0.919, 0.844, 0.905, 0.0, 0.967, 0.895, 0.826, 0.636, 1.0, 0.789, 0.986, 0.866, 0.867, 0.968, 0.919, 0.967, 0.895, 0.667, 0.946, 0.886, 0.898, 0.783, 0.895, 0.875, 0.905, 0.676, 0.857, 0.9, 0.571, 0.706, 0.975, 0.892]
Data: Cancers	 ECOC: SAT_ECOC F1 F3 C1 evaluation=F1	 [0.946, 0.9, 0.944, 0.615, 0.714, 0.739, 0.935, 0.882, 0.865, 0.886, 1.0, 0.818, 0.923, 1.0, 0.788, 0.789, 1.0, 0.789, 0.933, 0.5, 0.8, 0.882, 0.792, 0.933, 0.986, 0.866, 0.867, 0.968, 0.919, 0.967, 0.895, 0.667, 0.895, 0.918, 0.625, 0.906, 0.769, 0.892, 0.905, 0.81, 0.842, 0.826, 0.886, 1.0, 0.476, 0.975]
Data: Cancers	 ECOC: SAT_ECOC F1 N2 N3 evaluation=F1	 [0.946, 0.9, 0.944, 0.615, 0.714, 0.739, 0.935, 0.882, 0.905, 0.75, 0.763, 0.882, 0.789, 0.967, 0.5, 0.5, 0.919, 0.844, 0.905, 0.0, 0.895, 0.826, 0.636, 1.0, 0.789, 0.986, 0.866, 0.867, 0.968, 0.851, 0.855, 0.918, 0.625, 0.946, 0.886, 0.898, 0.783, 0.895, 0.875, 0.938, 0.932, 0.857, 0.9, 0.812, 0.865, 0.706, 0.939]
Data: Cancers	 ECOC: SAT_ECOC F1 N2 C1 evaluation=F1	 [0.946, 0.9, 0.944, 0.615, 0.714, 0.739, 0.935, 0.882, 0.905, 0.75, 0.763, 0.882, 0.789, 0.967, 0.5, 0.5, 1.0, 0.789, 0.933, 0.8, 0.792, 0.933, 0.986, 0.866, 0.867, 0.968, 0.851, 0.855, 0.918, 0.625, 0.895, 0.918, 0.906, 0.769, 0.892, 0.938, 0.92, 0.842, 0.826, 0.886, 0.812, 0.973, 0.476, 0.945, 0.932]
Data: Cancers	 ECOC: SAT_ECOC F1 N3 C1 evaluation=F1	 [0.946, 0.9, 0.944, 0.615, 0.714, 0.739, 0.935, 0.882, 0.919, 0.844, 0.905, 0.0, 0.967, 0.895, 0.826, 0.636, 1.0, 0.789, 0.933, 0.5, 0.8, 0.882, 0.792, 0.933, 0.986, 0.866, 0.867, 0.968, 0.946, 0.886, 0.898, 0.783, 0.895, 0.918, 0.625, 0.906, 0.769, 0.892, 0.938, 0.857, 0.842, 0.826, 0.886, 0.98, 0.895, 0.476, 1.0]
Data: Cancers	 ECOC: SAT_ECOC F2 F3 N2 evaluation=F1	 [0.959, 0.884, 0.871, 0.75, 0.739, 0.882, 0.929, 0.5, 0.865, 0.886, 1.0, 0.818, 0.923, 1.0, 0.788, 0.789, 0.905, 0.75, 0.763, 0.882, 0.967, 0.5, 0.882, 1.0, 0.789, 0.824, 0.902, 0.85, 0.929, 0.919, 0.967, 0.895, 0.667, 0.851, 0.855, 0.918, 0.625, 0.895, 0.838, 0.741, 0.889, 0.7, 0.92, 0.851, 0.927, 0.864, 0.949, 0.909, 0.857]
Data: Cancers	 ECOC: SAT_ECOC F2 F3 N3 evaluation=F1	 [0.959, 0.884, 0.871, 0.75, 0.739, 0.882, 0.929, 0.5, 0.865, 0.886, 1.0, 0.818, 0.923, 1.0, 0.788, 0.789, 0.919, 0.844, 0.905, 0.0, 0.967, 0.895, 0.826, 0.636, 0.882, 1.0, 0.789, 0.824, 0.902, 0.85, 0.929, 0.919, 0.967, 0.895, 0.667, 0.946, 0.886, 0.898, 0.783, 0.895, 0.838, 0.741, 0.889, 0.676, 0.857, 0.851, 0.927, 0.571, 0.893, 0.836]
